ID_1 ID_2 missing oldID newID Country EthnicGp Sex Family Relationship Father Mother
SC_GMJOL5309934 SC_GMJOL5309934 0.000884434 8327884119_R05C01 SC_GMJOL5309934 Gambia JOLA 0 GZ0122 mother 0 0
SC_GMJOL5309935 SC_GMJOL5309935 0.000589623 8327884119_R06C01 SC_GMJOL5309935 Gambia JOLA 0 GZ0133 mother 0 0
SC_GMJOL5309936 SC_GMJOL5309936 0.000589623 8327884119_R07C01 SC_GMJOL5309936 Gambia JOLA 0 GZ0158 mother 0 0
SC_GMJOL5309937 SC_GMJOL5309937 0 8327884119_R08C01 SC_GMJOL5309937 Gambia JOLA 0 GZ0173 mother 0 0
SC_GMJOL5309939 SC_GMJOL5309939 0.00353774 8327884144_R01C01 SC_GMJOL5309939 Gambia JOLA 0 0 unrelated 0 0
SC_GMJOL5309940 SC_GMJOL5309940 0.00206368 8327884144_R02C01 SC_GMJOL5309940 Gambia JOLA 0 GZ0083 child 8327884144_R08C01 8327884163_R06C01
SC_GMJOL5309941 SC_GMJOL5309941 0.00117925 8327884144_R03C01 SC_GMJOL5309941 Gambia JOLA 0 GZ0100 child 8327884163_R01C01 8327884163_R07C01
SC_GMJOL5309942 SC_GMJOL5309942 0.00176887 8327884144_R04C01 SC_GMJOL5309942 Gambia JOLA 0 GZ0123 child 8327884163_R02C01 8327884163_R08C01
SC_GMJOL5309943 SC_GMJOL5309943 0.000884434 8327884144_R05C01 SC_GMJOL5309943 Gambia JOLA 0 GZ0136 child 8327884163_R03C01 8327884164_R01C01
SC_GMJOL5309944 SC_GMJOL5309944 0.000884434 8327884144_R06C01 SC_GMJOL5309944 Gambia JOLA 0 GZ0162 child 8327884163_R04C01 8327884164_R02C01
SC_GMJOL5309945 SC_GMJOL5309945 0.00235849 8327884144_R07C01 SC_GMJOL5309945 Gambia JOLA 0 GZ0175 child 8327884163_R05C01 8327884164_R03C01
SC_GMJOL5309948 SC_GMJOL5309948 0.00176887 8327884144_R08C01 SC_GMJOL5309948 Gambia JOLA 0 GZ0083 father 0 0
SC_GMJOL5309950 SC_GMJOL5309950 0.00235849 8327884163_R02C01 SC_GMJOL5309950 Gambia JOLA 0 GZ0123 father 0 0
SC_GMJOL5309951 SC_GMJOL5309951 0.00206368 8327884163_R03C01 SC_GMJOL5309951 Gambia JOLA 0 GZ0136 father 0 0
SC_GMJOL5309952 SC_GMJOL5309952 0.00147406 8327884163_R04C01 SC_GMJOL5309952 Gambia JOLA 0 GZ0162 father 0 0
SC_GMJOL5309953 SC_GMJOL5309953 0.00117925 8327884163_R05C01 SC_GMJOL5309953 Gambia JOLA 0 GZ0175 father 0 0
SC_GMJOL5309956 SC_GMJOL5309956 0.00353774 8327884163_R06C01 SC_GMJOL5309956 Gambia JOLA 0 GZ0083 mother 0 0
SC_GMJOL5309957 SC_GMJOL5309957 0.000589623 8327884163_R07C01 SC_GMJOL5309957 Gambia JOLA 0 GZ0100 mother 0 0
SC_GMJOL5309958 SC_GMJOL5309958 0.00176887 8327884163_R08C01 SC_GMJOL5309958 Gambia JOLA 0 GZ0123 mother 0 0
SC_GMJOL5309959 SC_GMJOL5309959 0.00294811 8327884164_R01C01 SC_GMJOL5309959 Gambia JOLA 0 GZ0136 mother 0 0
SC_GMJOL5309960 SC_GMJOL5309960 0.00176887 8327884164_R02C01 SC_GMJOL5309960 Gambia JOLA 0 GZ0162 mother 0 0
SC_GMJOL5309961 SC_GMJOL5309961 0.00235849 8327884164_R03C01 SC_GMJOL5309961 Gambia JOLA 0 GZ0175 mother 0 0
SC_GMJOL5309963 SC_GMJOL5309963 0.00117925 8327884164_R04C01 SC_GMJOL5309963 Gambia JOLA 0 GZ0076 child 8316499048_R03C01 8327884118_R02C01
SC_GMJOL5309965 SC_GMJOL5309965 0.00235849 8327884164_R06C01 SC_GMJOL5309965 Gambia JOLA 0 GZ0101 child 8316499048_R05C01 8327884118_R04C01
SC_GMJOL5309966 SC_GMJOL5309966 0.00206368 8327884164_R07C01 SC_GMJOL5309966 Gambia JOLA 0 GZ0126 child 8316499048_R06C01 8327884118_R05C01
SC_GMJOL5309967 SC_GMJOL5309967 0.00235849 8327884164_R08C01 SC_GMJOL5309967 Gambia JOLA 0 GZ0137 child 8316499048_R07C01 8327884118_R06C01
SC_GMJOL5309905 SC_GMJOL5309905 0.00206368 8331672137_R01C01 SC_GMJOL5309905 Gambia JOLA 0 GZ0172 father 0 0
SC_GMJOL5309906 SC_GMJOL5309906 0.00235849 8331672137_R02C01 SC_GMJOL5309906 Gambia JOLA 0 GZ0001 mother 0 0
SC_GMJOL5309907 SC_GMJOL5309907 0.000884434 8331672137_R03C01 SC_GMJOL5309907 Gambia JOLA 0 GZ0009 mother 0 0
SC_GMJOL5309911 SC_GMJOL5309911 0.000294811 8331672137_R04C01 SC_GMJOL5309911 Gambia JOLA 0 GZ0131 mother 0 0
SC_GMJOL5309912 SC_GMJOL5309912 0.00176887 8331672137_R05C01 SC_GMJOL5309912 Gambia JOLA 0 GZ0146 mother 0 0
SC_GMJOL5309913 SC_GMJOL5309913 0.000589623 8331672137_R06C01 SC_GMJOL5309913 Gambia JOLA 0 GZ0172 mother 0 0
SC_GMJOL5309914 SC_GMJOL5309914 0.00117925 8331672137_R07C01 SC_GMJOL5309914 Gambia JOLA 0 GZ0005 child 8316499156_R05C01 8327884119_R03C01
SC_GMJOL5309917 SC_GMJOL5309917 0.00117925 8331672137_R08C01 SC_GMJOL5309917 Gambia JOLA 0 GZ0095 child 8316499156_R06C01 8327884119_R04C01
SC_GMWOF5428724 SC_GMWOF5428724 0.00235849 9248223060_R02C01 SC_GMWOF5428724 Gambia WOLLOF 0 GZ0219 father 0 0
SC_GMWOF5428728 SC_GMWOF5428728 0.00471698 9248223060_R03C01 SC_GMWOF5428728 Gambia WOLLOF 0 GZ0238 child 0 0
SC_GMWOF5428805 SC_GMWOF5428805 0.0026533 9248223060_R08C01 SC_GMWOF5428805 Gambia WOLLOF 0 GZ0257 father 0 0
SC_GMWOF5428806 SC_GMWOF5428806 0 9248223084_R01C01 SC_GMWOF5428806 Gambia WOLLOF 0 GZ0262 father 0 0
SC_GMWOF5428808 SC_GMWOF5428808 0.000589623 9248223084_R02C01 SC_GMWOF5428808 Gambia WOLLOF 0 GZ0270 father 0 0
SC_GMWOF5428810 SC_GMWOF5428810 0.000294811 9248223084_R03C01 SC_GMWOF5428810 Gambia WOLLOF 0 GZ0245 child 9255970055_R06C01 9255970072_R06C01
SC_GMWOF5428811 SC_GMWOF5428811 0.000294811 9248223084_R04C01 SC_GMWOF5428811 Gambia WOLLOF 0 GZ0249 child 9255970055_R07C01 9255970072_R07C01
SC_GMWOF5428812 SC_GMWOF5428812 0.000884434 9248223084_R05C01 SC_GMWOF5428812 Gambia WOLLOF 0 GZ0254 child 9255970055_R08C01 9255970072_R08C01
SC_GMWOF5428906 SC_GMWOF5428906 0.00176887 9248223084_R06C01 SC_GMWOF5428906 Gambia WOLLOF 0 0 unrelated 0 0
SC_GMMAN5482165 SC_GMMAN5482165 0.00117925 9248223084_R07C01 SC_GMMAN5482165 Gambia MANDINKA 0 GZ0304 child 0 9255970062_R06C01
SC_GMMAN5482178 SC_GMMAN5482178 0 9248223084_R08C01 SC_GMMAN5482178 Gambia MANDINKA 0 GZ0291 father 0 0
SC_GMMAN5482186 SC_GMMAN5482186 0.00206368 9248223099_R01C01 SC_GMMAN5482186 Gambia MANDINKA 0 GZ0292 child 9255970065_R02C01 9255970023_R04C01
SC_GMMAN5482187 SC_GMMAN5482187 0.00117925 9248223099_R02C01 SC_GMMAN5482187 Gambia MANDINKA 0 GZ0296 child 9255970065_R03C01 9255970023_R05C01
SC_GMMAN5482315 SC_GMMAN5482315 0.00147406 9248223099_R03C01 SC_GMMAN5482315 Gambia MANDINKA 0 GZ0330 mother 0 0
SC_GMMAN5482323 SC_GMMAN5482323 0.000884434 9248223099_R05C01 SC_GMMAN5482323 Gambia MANDINKA 0 GZ0330 father 0 0
SC_GMMAN5482324 SC_GMMAN5482324 0.00294811 9248223099_R06C01 SC_GMMAN5482324 Gambia MANDINKA 0 GZ0334 father 0 0
SC_GMMAN5482332 SC_GMMAN5482332 0.00147406 9248223099_R07C01 SC_GMMAN5482332 Gambia MANDINKA 0 GZ0335 child 0 9248223099_R08C01
SC_GMWOF5428851 SC_GMWOF5428851 0.000589623 9255970007_R01C01 SC_GMWOF5428851 Gambia WOLLOF 0 GZ0250 father 0 0
SC_GMWOF5428854 SC_GMWOF5428854 0.00117925 9255970007_R02C01 SC_GMWOF5428854 Gambia WOLLOF 0 GZ0264 father 0 0
SC_GMWOF5428855 SC_GMWOF5428855 0.00117925 9255970007_R03C01 SC_GMWOF5428855 Gambia WOLLOF 0 GZ0268 father 0 0
SC_GMWOF5428857 SC_GMWOF5428857 0.00206368 9255970007_R04C01 SC_GMWOF5428857 Gambia WOLLOF 0 GZ0283 father 0 0
SC_GMWOF5428858 SC_GMWOF5428858 0.000589623 9255970007_R05C01 SC_GMWOF5428858 Gambia WOLLOF 0 GZ0247 child 9255970018_R07C01 9255970018_R02C01
SC_GMWOF5428859 SC_GMWOF5428859 0.000884434 9255970007_R06C01 SC_GMWOF5428859 Gambia WOLLOF 0 GZ0251 child 9255970018_R08C01 9255970018_R03C01
SC_GMWOF5428861 SC_GMWOF5428861 0.00147406 9255970007_R07C01 SC_GMWOF5428861 Gambia WOLLOF 0 GZ0261 child 9255970070_R01C01 9255970018_R04C01
SC_GMWOF5428863 SC_GMWOF5428863 0.00147406 9255970007_R08C01 SC_GMWOF5428863 Gambia WOLLOF 0 GZ0269 child 9255970070_R02C01 9255970018_R05C01
SC_GMWOF5428865 SC_GMWOF5428865 0.000884434 9255970018_R01C01 SC_GMWOF5428865 Gambia WOLLOF 0 GZ0284 child 9255970070_R03C01 9255970018_R06C01
SC_GMWOF5428866 SC_GMWOF5428866 0.00117925 9255970018_R02C01 SC_GMWOF5428866 Gambia WOLLOF 0 GZ0247 mother 0 0
SC_GMWOF5428867 SC_GMWOF5428867 0.000294811 9255970018_R03C01 SC_GMWOF5428867 Gambia WOLLOF 0 GZ0251 mother 0 0
SC_GMWOF5428869 SC_GMWOF5428869 0.000589623 9255970018_R04C01 SC_GMWOF5428869 Gambia WOLLOF 0 GZ0261 mother 0 0
SC_GMWOF5428871 SC_GMWOF5428871 0.000884434 9255970018_R05C01 SC_GMWOF5428871 Gambia WOLLOF 0 GZ0269 mother 0 0
SC_GMWOF5428873 SC_GMWOF5428873 0.000294811 9255970018_R06C01 SC_GMWOF5428873 Gambia WOLLOF 0 GZ0284 mother 0 0
SC_GMWOF5428874 SC_GMWOF5428874 0 9255970018_R07C01 SC_GMWOF5428874 Gambia WOLLOF 0 GZ0247 father 0 0
SC_GMWOF5428875 SC_GMWOF5428875 0.000294811 9255970018_R08C01 SC_GMWOF5428875 Gambia WOLLOF 0 GZ0251 father 0 0
SC_GMMAN5482191 SC_GMMAN5482191 0.000884434 9255970023_R01C01 SC_GMMAN5482191 Gambia MANDINKA 0 GZ0313 child 9255970065_R05C01 9255970023_R07C01
SC_GMMAN5482192 SC_GMMAN5482192 0.000589623 9255970023_R02C01 SC_GMMAN5482192 Gambia MANDINKA 0 GZ0317 child 9255970065_R06C01 9255970023_R08C01
SC_GMMAN5482193 SC_GMMAN5482193 0.000294811 9255970023_R03C01 SC_GMMAN5482193 Gambia MANDINKA 0 GZ0321 child 9255970065_R07C01 9255970065_R01C01
SC_GMMAN5482194 SC_GMMAN5482194 0.000294811 9255970023_R04C01 SC_GMMAN5482194 Gambia MANDINKA 0 GZ0292 mother 0 0
SC_GMMAN5482195 SC_GMMAN5482195 0 9255970023_R05C01 SC_GMMAN5482195 Gambia MANDINKA 0 GZ0296 mother 0 0
SC_GMMAN5482197 SC_GMMAN5482197 0.000589623 9255970023_R06C01 SC_GMMAN5482197 Gambia MANDINKA 0 GZ0305 mother 0 0
SC_GMMAN5482199 SC_GMMAN5482199 0.000294811 9255970023_R07C01 SC_GMMAN5482199 Gambia MANDINKA 0 GZ0313 mother 0 0
SC_GMMAN5482200 SC_GMMAN5482200 0.000294811 9255970023_R08C01 SC_GMMAN5482200 Gambia MANDINKA 0 GZ0317 mother 0 0
SC_GMMAN5482212 SC_GMMAN5482212 0.000589623 9255970037_R01C01 SC_GMMAN5482212 Gambia MANDINKA 0 GZ0301 child 9255970073_R05C01 9255970037_R07C01
SC_GMMAN5482213 SC_GMMAN5482213 0 9255970037_R02C01 SC_GMMAN5482213 Gambia MANDINKA 0 GZ0306 child 9255970073_R06C01 9255970037_R08C01
SC_GMMAN5482215 SC_GMMAN5482215 0.000884434 9255970037_R03C01 SC_GMMAN5482215 Gambia MANDINKA 0 GZ0314 child 9255970073_R07C01 9255970073_R01C01
SC_GMMAN5482216 SC_GMMAN5482216 0.000294811 9255970037_R04C01 SC_GMMAN5482216 Gambia MANDINKA 0 GZ0318 child 9255970073_R08C01 9255970073_R02C01
SC_GMMAN5482217 SC_GMMAN5482217 0.000589623 9255970037_R05C01 SC_GMMAN5482217 Gambia MANDINKA 0 GZ0322 child 9255970092_R01C01 9255970073_R03C01
SC_GMMAN5482220 SC_GMMAN5482220 0.000884434 9255970037_R07C01 SC_GMMAN5482220 Gambia MANDINKA 0 GZ0301 mother 0 0
SC_GMMAN5482243 SC_GMMAN5482243 0.000589623 9255970039_R01C01 SC_GMMAN5482243 Gambia MANDINKA 0 GZ0298 mother 0 0
SC_GMMAN5482244 SC_GMMAN5482244 0.000589623 9255970039_R02C01 SC_GMMAN5482244 Gambia MANDINKA 0 GZ0302 mother 0 0
SC_GMMAN5482247 SC_GMMAN5482247 0.000884434 9255970039_R03C01 SC_GMMAN5482247 Gambia MANDINKA 0 GZ0315 mother 0 0
SC_GMMAN5482248 SC_GMMAN5482248 0.00117925 9255970039_R04C01 SC_GMMAN5482248 Gambia MANDINKA 0 GZ0319 mother 0 0
SC_GMMAN5482251 SC_GMMAN5482251 0.00147406 9255970039_R06C01 SC_GMMAN5482251 Gambia MANDINKA 0 GZ0298 father 0 0
SC_GMMAN5482252 SC_GMMAN5482252 0.00972877 9255970039_R07C01 SC_GMMAN5482252 Gambia MANDINKA 0 GZ0302 father 0 0
SC_GMMAN5482255 SC_GMMAN5482255 0.00943396 9255970039_R08C01 SC_GMMAN5482255 Gambia MANDINKA 0 GZ0315 father 0 0
SC_GMWOF5428821 SC_GMWOF5428821 0.00383255 9255970055_R01C01 SC_GMWOF5428821 Gambia WOLLOF 0 GZ0259 mother 0 0
SC_GMWOF5428822 SC_GMWOF5428822 0.000294811 9255970055_R02C01 SC_GMWOF5428822 Gambia WOLLOF 0 GZ0263 mother 0 0
SC_GMWOF5428823 SC_GMWOF5428823 0.00117925 9255970055_R03C01 SC_GMWOF5428823 Gambia WOLLOF 0 GZ0267 mother 0 0
SC_GMWOF5428825 SC_GMWOF5428825 0.00117925 9255970055_R05C01 SC_GMWOF5428825 Gambia WOLLOF 0 GZ0282 mother 0 0
SC_GMWOF5428826 SC_GMWOF5428826 0.00117925 9255970055_R06C01 SC_GMWOF5428826 Gambia WOLLOF 0 GZ0245 father 0 0
SC_GMWOF5428827 SC_GMWOF5428827 0.00294811 9255970055_R07C01 SC_GMWOF5428827 Gambia WOLLOF 0 GZ0249 father 0 0
SC_GMWOF5428828 SC_GMWOF5428828 0.00147406 9255970055_R08C01 SC_GMWOF5428828 Gambia WOLLOF 0 GZ0254 father 0 0
SC_GMMAN5482168 SC_GMMAN5482168 0.000884434 9255970062_R01C01 SC_GMMAN5482168 Gambia MANDINKA 0 GZ0316 child 0 9255970062_R07C01
SC_GMMAN5482169 SC_GMMAN5482169 0.000884434 9255970062_R02C01 SC_GMMAN5482169 Gambia MANDINKA 0 GZ0320 child 0 9255970062_R08C01
SC_GMMAN5482170 SC_GMMAN5482170 0.000589623 9255970062_R03C01 SC_GMMAN5482170 Gambia MANDINKA 0 GZ0291 mother 0 0
SC_GMMAN5482171 SC_GMMAN5482171 0.000294811 9255970062_R04C01 SC_GMMAN5482171 Gambia MANDINKA 0 GZ0295 mother 0 0
SC_GMMAN5482172 SC_GMMAN5482172 0.000294811 9255970062_R05C01 SC_GMMAN5482172 Gambia MANDINKA 0 GZ0299 mother 0 0
SC_GMMAN5482173 SC_GMMAN5482173 0.00147406 9255970062_R06C01 SC_GMMAN5482173 Gambia MANDINKA 0 GZ0304 mother 0 0
SC_GMMAN5482176 SC_GMMAN5482176 0.000884434 9255970062_R07C01 SC_GMMAN5482176 Gambia MANDINKA 0 GZ0316 mother 0 0
SC_GMMAN5482177 SC_GMMAN5482177 0.000589623 9255970062_R08C01 SC_GMMAN5482177 Gambia MANDINKA 0 GZ0320 mother 0 0
SC_GMMAN5482256 SC_GMMAN5482256 0.00147406 9255970063_R01C01 SC_GMMAN5482256 Gambia MANDINKA 0 GZ0319 father 0 0
SC_GMMAN5482258 SC_GMMAN5482258 0.00117925 9255970063_R02C01 SC_GMMAN5482258 Gambia MANDINKA 0 GZ0323 child 9255970063_R06C01 9255970063_R04C01
SC_GMMAN5482260 SC_GMMAN5482260 0.000589623 9255970063_R03C01 SC_GMMAN5482260 Gambia MANDINKA 0 GZ0332 child 9255970063_R07C01 9255970063_R05C01
SC_GMMAN5482268 SC_GMMAN5482268 0 9255970063_R05C01 SC_GMMAN5482268 Gambia MANDINKA 0 GZ0332 mother 0 0
SC_GMMAN5482274 SC_GMMAN5482274 0.000294811 9255970063_R06C01 SC_GMMAN5482274 Gambia MANDINKA 0 GZ0323 father 0 0
SC_GMMAN5482276 SC_GMMAN5482276 0.000589623 9255970063_R07C01 SC_GMMAN5482276 Gambia MANDINKA 0 GZ0332 father 0 0
SC_GMMAN5482282 SC_GMMAN5482282 0.000884434 9255970063_R08C01 SC_GMMAN5482282 Gambia MANDINKA 0 GZ0324 child 9255970083_R08C01 9255970083_R04C01
SC_GMMAN5482201 SC_GMMAN5482201 0.0026533 9255970065_R01C01 SC_GMMAN5482201 Gambia MANDINKA 0 GZ0321 mother 0 0
SC_GMMAN5482202 SC_GMMAN5482202 0.00353774 9255970065_R02C01 SC_GMMAN5482202 Gambia MANDINKA 0 GZ0292 father 0 0
SC_GMMAN5482205 SC_GMMAN5482205 0.00442217 9255970065_R04C01 SC_GMMAN5482205 Gambia MANDINKA 0 GZ0305 father 0 0
SC_GMMAN5482207 SC_GMMAN5482207 0.00176887 9255970065_R05C01 SC_GMMAN5482207 Gambia MANDINKA 0 GZ0313 father 0 0
SC_GMMAN5482208 SC_GMMAN5482208 0.00412736 9255970065_R06C01 SC_GMMAN5482208 Gambia MANDINKA 0 GZ0317 father 0 0
SC_GMMAN5482209 SC_GMMAN5482209 0.00412736 9255970065_R07C01 SC_GMMAN5482209 Gambia MANDINKA 0 GZ0321 father 0 0
SC_GMMAN5482211 SC_GMMAN5482211 0.00176887 9255970065_R08C01 SC_GMMAN5482211 Gambia MANDINKA 0 GZ0297 child 9255970073_R04C01 9255970037_R06C01
SC_GMWOF5428829 SC_GMWOF5428829 0.00589623 9255970066_R01C01 SC_GMWOF5428829 Gambia WOLLOF 0 GZ0259 father 0 0
SC_GMWOF5428830 SC_GMWOF5428830 0.00176887 9255970066_R02C01 SC_GMWOF5428830 Gambia WOLLOF 0 GZ0263 father 0 0
SC_GMWOF5428831 SC_GMWOF5428831 0.00117925 9255970066_R03C01 SC_GMWOF5428831 Gambia WOLLOF 0 GZ0267 father 0 0
SC_GMWOF5428833 SC_GMWOF5428833 0.000294811 9255970066_R05C01 SC_GMWOF5428833 Gambia WOLLOF 0 GZ0282 father 0 0
SC_GMWOF5428834 SC_GMWOF5428834 0.00117925 9255970066_R06C01 SC_GMWOF5428834 Gambia WOLLOF 0 GZ0246 child 9255970071_R08C01 9255970071_R03C01
SC_GMWOF5428835 SC_GMWOF5428835 0.00117925 9255970066_R07C01 SC_GMWOF5428835 Gambia WOLLOF 0 GZ0250 child 9255970007_R01C01 9255970071_R04C01
SC_GMWOF5428838 SC_GMWOF5428838 0 9255970066_R08C01 SC_GMWOF5428838 Gambia WOLLOF 0 GZ0264 child 9255970007_R02C01 9255970071_R05C01
SC_GMWOF5428877 SC_GMWOF5428877 0.00117925 9255970070_R01C01 SC_GMWOF5428877 Gambia WOLLOF 0 GZ0261 father 0 0
SC_GMWOF5428879 SC_GMWOF5428879 0.00117925 9255970070_R02C01 SC_GMWOF5428879 Gambia WOLLOF 0 GZ0269 father 0 0
SC_GMWOF5428882 SC_GMWOF5428882 0.00235849 9255970070_R03C01 SC_GMWOF5428882 Gambia WOLLOF 0 GZ0284 father 0 0
SC_GMMAN5482164 SC_GMMAN5482164 0.00412736 9255970070_R07C01 SC_GMMAN5482164 Gambia MANDINKA 0 GZ0299 child 0 9255970062_R05C01
SC_GMWOF5428839 SC_GMWOF5428839 0.000589623 9255970071_R01C01 SC_GMWOF5428839 Gambia WOLLOF 0 GZ0268 child 9255970007_R03C01 9255970071_R06C01
SC_GMWOF5428841 SC_GMWOF5428841 0.000294811 9255970071_R02C01 SC_GMWOF5428841 Gambia WOLLOF 0 GZ0283 child 9255970007_R04C01 9255970071_R07C01
SC_GMWOF5428842 SC_GMWOF5428842 0.000884434 9255970071_R03C01 SC_GMWOF5428842 Gambia WOLLOF 0 GZ0246 mother 0 0
SC_GMWOF5428843 SC_GMWOF5428843 0.000589623 9255970071_R04C01 SC_GMWOF5428843 Gambia WOLLOF 0 GZ0250 mother 0 0
SC_GMWOF5428846 SC_GMWOF5428846 0.00147406 9255970071_R05C01 SC_GMWOF5428846 Gambia WOLLOF 0 GZ0264 mother 0 0
SC_GMWOF5428847 SC_GMWOF5428847 0.00147406 9255970071_R06C01 SC_GMWOF5428847 Gambia WOLLOF 0 GZ0268 mother 0 0
SC_GMWOF5428849 SC_GMWOF5428849 0.000589623 9255970071_R07C01 SC_GMWOF5428849 Gambia WOLLOF 0 GZ0283 mother 0 0
SC_GMWOF5428850 SC_GMWOF5428850 0 9255970071_R08C01 SC_GMWOF5428850 Gambia WOLLOF 0 GZ0246 father 0 0
SC_GMWOF5428813 SC_GMWOF5428813 0.00206368 9255970072_R01C01 SC_GMWOF5428813 Gambia WOLLOF 0 GZ0259 child 9255970066_R01C01 9255970055_R01C01
SC_GMWOF5428814 SC_GMWOF5428814 0.000294811 9255970072_R02C01 SC_GMWOF5428814 Gambia WOLLOF 0 GZ0263 child 9255970066_R02C01 9255970055_R02C01
SC_GMWOF5428815 SC_GMWOF5428815 0.000589623 9255970072_R03C01 SC_GMWOF5428815 Gambia WOLLOF 0 GZ0267 child 9255970066_R03C01 9255970055_R03C01
SC_GMWOF5428817 SC_GMWOF5428817 0.00117925 9255970072_R05C01 SC_GMWOF5428817 Gambia WOLLOF 0 GZ0282 child 9255970066_R05C01 9255970055_R05C01
SC_GMWOF5428818 SC_GMWOF5428818 0.000884434 9255970072_R06C01 SC_GMWOF5428818 Gambia WOLLOF 0 GZ0245 mother 0 0
SC_GMWOF5428819 SC_GMWOF5428819 0.000589623 9255970072_R07C01 SC_GMWOF5428819 Gambia WOLLOF 0 GZ0249 mother 0 0
SC_GMWOF5428820 SC_GMWOF5428820 0.00353774 9255970072_R08C01 SC_GMWOF5428820 Gambia WOLLOF 0 GZ0254 mother 0 0
SC_GMMAN5482223 SC_GMMAN5482223 0.000884434 9255970073_R01C01 SC_GMMAN5482223 Gambia MANDINKA 0 GZ0314 mother 0 0
SC_GMMAN5482224 SC_GMMAN5482224 0.00117925 9255970073_R02C01 SC_GMMAN5482224 Gambia MANDINKA 0 GZ0318 mother 0 0
SC_GMMAN5482225 SC_GMMAN5482225 0 9255970073_R03C01 SC_GMMAN5482225 Gambia MANDINKA 0 GZ0322 mother 0 0
SC_GMMAN5482227 SC_GMMAN5482227 0.000884434 9255970073_R04C01 SC_GMMAN5482227 Gambia MANDINKA 0 GZ0297 father 0 0
SC_GMMAN5482228 SC_GMMAN5482228 0 9255970073_R05C01 SC_GMMAN5482228 Gambia MANDINKA 0 GZ0301 father 0 0
SC_GMMAN5482229 SC_GMMAN5482229 0.000589623 9255970073_R06C01 SC_GMMAN5482229 Gambia MANDINKA 0 GZ0306 father 0 0
SC_GMMAN5482232 SC_GMMAN5482232 0 9255970073_R08C01 SC_GMMAN5482232 Gambia MANDINKA 0 GZ0318 father 0 0
SC_GMWOF5428747 SC_GMWOF5428747 0.000294811 9255970076_R01C01 SC_GMWOF5428747 Gambia WOLLOF 0 GZ0216 father 0 0
SC_GMWOF5428748 SC_GMWOF5428748 0.000294811 9255970076_R02C01 SC_GMWOF5428748 Gambia WOLLOF 0 GZ0220 father 0 0
SC_GMWOF5428755 SC_GMWOF5428755 0.000884434 9255970076_R03C01 SC_GMWOF5428755 Gambia WOLLOF 0 0 unrelated 0 0
SC_GMWOF5428762 SC_GMWOF5428762 0 9255970076_R04C01 SC_GMWOF5428762 Gambia WOLLOF 0 GZ0213 child 9255970076_R08C01 9255970076_R06C01
SC_GMWOF5428763 SC_GMWOF5428763 0 9255970076_R05C01 SC_GMWOF5428763 Gambia WOLLOF 0 0 unrelated 0 0
SC_GMWOF5428770 SC_GMWOF5428770 0.000294811 9255970076_R06C01 SC_GMWOF5428770 Gambia WOLLOF 0 GZ0213 mother 0 0
SC_GMWOF5428771 SC_GMWOF5428771 0.000589623 9255970076_R07C01 SC_GMWOF5428771 Gambia WOLLOF 0 0 unrelated 0 0
SC_GMWOF5428778 SC_GMWOF5428778 0.000589623 9255970076_R08C01 SC_GMWOF5428778 Gambia WOLLOF 0 GZ0213 father 0 0
SC_GMMAN5482283 SC_GMMAN5482283 0.000884434 9255970083_R01C01 SC_GMMAN5482283 Gambia MANDINKA 0 GZ0328 child 9255970133_R01C01 9255970083_R05C01
SC_GMMAN5482284 SC_GMMAN5482284 0.000294811 9255970083_R02C01 SC_GMMAN5482284 Gambia MANDINKA 0 GZ0333 child 9255970133_R02C01 9255970083_R06C01
SC_GMMAN5482285 SC_GMMAN5482285 0.000884434 9255970083_R03C01 SC_GMMAN5482285 Gambia MANDINKA 0 GZ0337 child 9255970133_R03C01 9255970083_R07C01
SC_GMMAN5482290 SC_GMMAN5482290 0 9255970083_R04C01 SC_GMMAN5482290 Gambia MANDINKA 0 GZ0324 mother 0 0
SC_GMMAN5482291 SC_GMMAN5482291 0.000294811 9255970083_R05C01 SC_GMMAN5482291 Gambia MANDINKA 0 GZ0328 mother 0 0
SC_GMMAN5482292 SC_GMMAN5482292 0.000884434 9255970083_R06C01 SC_GMMAN5482292 Gambia MANDINKA 0 GZ0333 mother 0 0
SC_GMMAN5482293 SC_GMMAN5482293 0.000589623 9255970083_R07C01 SC_GMMAN5482293 Gambia MANDINKA 0 GZ0337 mother 0 0
SC_GMMAN5482298 SC_GMMAN5482298 0.000294811 9255970083_R08C01 SC_GMMAN5482298 Gambia MANDINKA 0 GZ0324 father 0 0
SC_GMMAN5482233 SC_GMMAN5482233 0.000294811 9255970092_R01C01 SC_GMMAN5482233 Gambia MANDINKA 0 GZ0322 father 0 0
SC_GMMAN5482234 SC_GMMAN5482234 0.000589623 9255970092_R02C01 SC_GMMAN5482234 Gambia MANDINKA 0 GZ0294 child 9255970039_R05C01 9255970092_R08C01
SC_GMMAN5482236 SC_GMMAN5482236 0.000589623 9255970092_R04C01 SC_GMMAN5482236 Gambia MANDINKA 0 GZ0302 child 9255970039_R07C01 9255970039_R02C01
SC_GMMAN5482239 SC_GMMAN5482239 0.000589623 9255970092_R05C01 SC_GMMAN5482239 Gambia MANDINKA 0 GZ0315 child 9255970039_R08C01 9255970039_R03C01
SC_GMMAN5482240 SC_GMMAN5482240 0 9255970092_R06C01 SC_GMMAN5482240 Gambia MANDINKA 0 GZ0319 child 9255970063_R01C01 9255970039_R04C01
